QUEST,STYPE,LANG,QF,Q1,Q2,Q3A,Q3B,Q4A,Q4B,Q4C,Q4D,Q5A,Q5B,Q5C,Q5D,Q5E,Q5F,Q5G,USER,Q6A,Q6B,Q7A,Q7B,Q7C,Q7D,Q7E,Q8A,Q8B,Q9A,Q9B,Q9C,Q9D,Q9E,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q19,Q20M1,Q20M2,Q20M3,Q21,Q22,Q23,Q24,AGE_COL,REGION,WEIGHT
86183,2,FR,5,2,5,4,5,5, ,5,2,2,2,3,3,2,2,1,1, ,3,7,6,6, ,4,2,4,2,1,1,1,2,2,25,2,2,1,2, ,9999,7,1,2, , ,2,2,2,3,4,2,0.838231238
86205,2,FR,5,1,6,3,2, ,5,2,2,2,4,4,4,4,4,2,1,3, ,7,7,7,5, ,4,4,1,1,1,1,2,2,88,2,4,2,2, ,1960,6,2,2, , ,2,2,2,2,4,2,0.869944987
86369,2,EN,10,1,7,4,4,2, ,2,1,3,3,2,3,3,3,4,1,2, ,6,6,5,7, ,4,1,1,2,1,1,1,2,1,1,2,1,2, ,1980,4,2,1, , ,2,2,2,3,3,5,0.743986141
86429,2,EN,10,3,5,3,3,3, ,5,2,2,3,3,4,4,2,2,1,2, ,4,3,3,2, ,3,4,1,2,1,2,2,2,1,2,2,1,2, ,1994,3,2,1, , ,2,2,2,2,2,5,0.980040714
86488,1,FR,5,3,2,4,4,5, ,3,2,2,3,3,3,3,2,2,1, ,5,6,6,6, ,5,2,2,2,1,1,2,2,2,1,1,3,3,2, ,1939,7,2,2, , ,2,2,2,6,4,2,0.869944987
86523,2,FR,5,3,5,2,4, ,7,1,2,2,4,4,4,4,1,1,1,1, ,5,4,7,5, ,4,4,97,1,1,2,1,98, ,1,2,1,2, ,1964,6,2,2, , ,2,2,2,3,4,2,0.869944987
86531,1,EN,1,4,7,1,1, ,1,1,2,3,4,3,4,4,1,4,1,2, ,7,7,7,7, ,4,4,2,2,1,2,2,1, ,2,2,3,2, ,1949,7,1,1, , ,1,2,2,2,4,1,0.368967875
86536,2,EN,6,2,6,4,4, ,5,6,1,3,4,4,4,4,2,2,1,1, ,7,7,7,5, ,3,2,1,2,1,1,2,2,20,1,1,1,2, ,1972,5,1,3, , ,2,2,1,7,3,3,1.470244686
86553,2,FR,5,2,5,2,5,2, ,5,2,3,3,2,4,4,2,2,1, ,4,7,7,7, ,7,4,4,1,1,1,1,1,2,2,2,2,1,2, ,1972,5,2,2, , ,2,2,2,3,3,2,0.853296791
86694,2,FR,5,4,1,5,2,5, ,1,2,2,2,3,4,2,1,2,1, ,1,4,5,6, ,5,4,3,1,2,1,2,2,1, ,1,2,1,1,21,1974,5,1,2, , ,2,2,2,3,3,2,1.000685055
86698,2,EN,1,2,5,3,3, ,5,3,2,3,3,3,3,4,3,3,1,3, ,5,5,5, ,5,2,2,1,2,2,2,2,2,98,2,4,3,2, ,1995,3,2,1, , ,1,2,2,2,2,1,0.466810868
86811,1,FR,5,2,5,3,3, ,6,3,2,2,2,2,3,3,2,2,1, ,2,6,6,6, ,5,3,3,2,2,97,97,2,3,2,2,2,3,2, ,1958,6,1,2, , ,2,2,2,2,4,2,0.838231238
87035,2,EN,6,3,3,2,2,4, ,2,2,2,3,2,4,3,2,2,1,2, ,7,4,5,5, ,3,3,97,97,1,2,2,2,3,1,2,3,1,25,1963,6,1,1, , ,2,2,2,7,4,3,1.191530466
87036,2,FR,5,3,6,4,4, ,5,5,1,2,2,3,3,3,2,2,1, ,3,4,6,5, ,4,4,3,1,1,1,2,2,2,23,2,2,1,2, ,1992,3,1,2, , ,2,2,2,4,2,2,1.923705858
87320,2,EN,3,2,7,5,5, ,6,6,1,1,3,1,3,3,1,1,1,2, ,6,5,6,4, ,2,2,2,2,1,2,2,2,2,1,3,3,2, ,1952,7,1,1, , ,1,2,2,3,4,1,0.368967875
87396,1,EN,6,4,6,1,1, ,6,6,2,1,2,3,2,3,2,1,1, ,2,7,7,7, ,7,2,2,1,2,2,2,2,3,1,1,2,2,2, ,1953,7,1,1, , ,1,2,2,4,4,3,1.191530466
87434,1,EN,13,3,98,1,2, ,1,1,2,4,4,3,4,4,4,4,1,5, ,1,7,1,1, ,4,4,2,2,1,2,1,1, ,2,4,3,2, ,1971,5,1,1, , ,2,1, ,1,3,4,0.812216396
87503,1,FR,5,4,1,6,7, ,4,1,2,3,4,3,4,3,3,3,1, ,98,1,1,1, ,5,4,4,2,2,2,2,2,3,98,2,98,3,2, ,1953,7,1,2, , ,2,2,99,2,4,2,0.838231238
87563,2,EN,10,1,7,7,7, ,1,2,2,4,4,4,4,4,4,4,1,1, ,7,7,6,7, ,4,4,1,1,1,97,2,2,1,2,2,1,2, ,1972,5,99,3, , ,2,2,1,5,3,5,1
87677,2,EN,6,2,5,3,3,1, ,3,1,2,4,4,4,2,2,1,1,1, ,7,7,7,2, ,1,1,1,1,1,2,1,2,1,2,2,3,2, ,1985,4,2,1, , ,2,2,2,6,3,3,1.312715615
88092,2,EN,9,2,6,5,5, ,5,2,1,2,3,3,3,3,2,1,1,1, ,4,4,6,2, ,2,2,1,2,1,2,2,2,26,1,2,1,2, ,1987,4,1,1, , ,2,2,2,6,3,4,0.812216396
88204,1,EN,3,2,7,1,1,7, ,4,2,1,2,2,2,2,2,1,1, ,3,1,7,7, ,7,3,3,2,2,2,2,2,2,3,2,1,1,2, ,1948,7,1,1, , ,2,2,2,4,4,1,0.368967875
88243,2,EN,6,3,7,7,7,7, ,7,1,3,3,3,3,3,1,1,1,1, ,7,7,7,7, ,3,3,1,1,1,1,1,1, ,1,4,1,1,98,1985,4,1,1, , ,2,2,1,6,3,3,1.470244686
88362,2,EN,6,98,4,3,3,3, ,1,1,1,1,2,2,1,1,1,2, , , , , , , , , , , ,97,97,2, , ,1,3,3,2, ,9999,6,2,1, , ,2,2,2,4,4,3,1.209473778
88400,2,EN,6,2,6,4,5,3, ,3,2,2,4,3,3,3,3,4,1, ,1,6,3,7, ,7,4,4,1,1,1,2,2,2,98,2,2,1,2, ,1982,4,2,1, , ,2,2,2,2,3,3,1.312715615
88598,2,EN,6,2,5,3,5,1, ,6,1,2,4,4,4,4,4,2,1,1, ,6,7,7,2, ,2,2,1,1,1,1,2,2,1,1,1,1,2, ,1995,3,2,1, , ,2,2,2,6,2,3,1.501658467
88733,1,FR,5,2,5,4,4,5, ,4,1,98,2,98,4,3,2,3,1,3, ,98,5,6,3, ,4,3,97,97,1,99,1,2,1,1,2,3,1,98,1943,7,1,2, , ,2,2,2,6,4,2,0.838231238
88790,1,EN,6,1,7,6,6, ,1,3,2,98,98,2,4,4,4,4,1, ,1,7,7,7,7, ,4,4,1,97,1,1,2,2,3,1,2,1,2, ,9999,2,2,1, , ,2,1, ,5,1,3,2.354045809
88830,2,FR,5,2,3,4,6, ,7,7,1,1,2,2,4,2,2,1,1, ,4,7,7,6, ,1,2,4,1,1,1,2,2,2,25,1,1,3,2, ,1966,6,1,2, , ,2,2,2,6,4,2,0.838231238
88850,2,EN,6,1,4,4,4, ,6,5,1,2,3,3,4,3,2,2,1,1, ,7,5,7,3, ,4,2,1,2,1,2,2,2,1,1,1,1,1,98,9999,5,2,1, , ,2,2,1,7,3,3,1.312715615
89134,2,FR,5,4,5,5,5, ,5,7,2,3,3,4,4,3,3,3,1,1, ,7,1,4,4, ,4,1,1,1,1,1,1,1, ,2,2,3,2, ,1988,3,1,3, , ,2,2,2,7,2,2,1.923705858
89235,2,EN,6,3,3,3,2, ,5,4,2,2,2,3,4,4,2,3,1, ,4,3,2,3, ,2,2,1,1,2,2,2,2,3,3,2,3,3,2, ,1983,4,2,1, , ,2,2,2,4,3,3,1.312715615
89417,1,EN,6,4,7,3,5, ,6,2,2,1,1,1,3,3,1,1,1,3, ,3,5,7,6, ,1,1,2,2,2,2,2,2,1,2,4,1,2, ,1951,7,2,1, , ,2,2,1,2,4,3,1.209473778
89457,1,EN,7,1,7,6,7, ,7,6,2,2,3,2,3,2,1,1,1,1, ,7,7,7,5, ,3,4,97,97,1,2,1,2,1,1,2,3,2, ,1955,7,1,1, , ,1,2,2,6,4,4,0.520980832
89476,2,FR,5,2,7,5,5,3, ,6,1,1,2,2,3,1,1,1,1, ,5,5,7,7, ,7,4,4,1,1,1,2,1,1, ,2,4,1,2, ,1963,6,2,2, , ,2,2,2,2,4,2,0.869944987
89525,2,FR,5,4,5,3,3, ,5,6,2,2,2,3,4,2,2,3,1, ,1,6,5,7, ,5,2,3,2,2,1,2,2,2,22,1,3,2,2, ,1997,3,1,1, , ,2,2,2,2,2,2,1.923705858
89527,1,EN,3,3,3,2,3, ,4,4,2,2,3,3,4,3,2,2,1, ,1,2,2,2, ,2,3,3,2,2,1,2,2,2,25,2,4,1,2, ,1944,7,2,1, , ,2,2,2,3,4,1,0.378719786
89671,1,EN,6,4,1,7,7, ,98,7,1,2,98,98,4,4,2,2,1,1, ,7,1,1,1, ,1,3,2,2,2,2,2,3,25,2,4,3,1,88,9999,7,2,1, , ,1,2,2,2,4,3,1.209473778
89771,2,FR,5,2,5,4,5, ,5,4,2,2,2,3,3,3,2,2,1,1, ,7,7,7,7, ,4,1,1,1,1,2,1,2,1,1,2,3,2, ,1959,6,1,2, , ,2,2,2,6,4,2,0.838231238
89820,1,EN,3,4,4,5,5, ,4,5,2,1,4,3,98,98,1,1,1,98, ,98,98,98,98, ,97,1,97,97,2,2,2,99, ,2,98,3,99, ,1963,6,1,1, , ,1,2,1,2,4,1,0.368967875
89872,2,FR,5,4,5,5,5,6, ,5,2,2,3,3,4,2,2,2,1,2, ,5,3,5,4, ,4,3,1,1,1,2,1,2,1,2,1,3,2, ,1981,4,1,3, , ,2,2,1,6,3,2,1.000685055
89910,2,EN,9,2,6,7,5, ,7,7,2,1,1,3,4,1,1,1,1,3, ,1,1,7,1, ,2,1,2,2,1,2,1,3,1,1,4,3,2, ,1975,5,1,1, , ,2,2,2,6,3,4,0.812216396
90116,2,FR,5,4,7,1,1, ,98,7,2,2,2,3,4,2,2,2,1, ,3,7,7,7, ,6,4,3,1,1,1,2,2,2,1,1,3,1,1,21,1977,5,1,3, , ,2,2,1,7,3,2,1.000685055
90248,2,EN,6,2,6,3,3, ,6,3,2,2,3,3,3,3,3,2,1, ,4,5,5,5, ,5,4,3,1,2,2,2,2,2,1,1,1,3,2, ,1979,4,1,1, , ,2,2,2,7,3,3,1.470244686
90368,2,EN,1,2,5,7,7, ,6,4,1,1,2,3,3,3,2,1,1, ,4,7,6,7, ,4,2,2,1,2,2,2,2,3,1,1,3,3,2, ,1968,5,1,1, , ,2,2,2,6,3,1,0.47441061
90389,1,EN,9,3,3,5,5,6, ,6,1,2,2,2,4,2,2,2,1,3, ,5,5,5,5, ,4,2,1,1,1,1,2,2,20,2,3,3,1,98,1954,7,1,1, , ,2,2,2,6,4,4,0.520980832
90535,2,EN,7,2,5,5,4, ,5,6,1,1,3,3,4,2,1,1,1,2, ,2,2,3, ,2,1,1,2,2,1,2,2,3,1,2,3,3,2, ,1988,3,2,1, , ,2,1, ,6,2,4,0.928079339
90766,1,FR,4,1,5,6,6, ,3,3,1,3,3,3,3,3,3,3,1,3, ,2,2,2,7, ,4,3,2,2,1,1,1,3,1,2,3,3,2, ,9999,6,4,2, , ,2,2,2,1,4,1,1
90964,2,EN,3,2,7,7,7,7, ,7,1,1,1,2,1,1,2,1,1,3, ,2,2,1, ,1,4,3,1,2,2,2,2,1, ,2,2,3,2, ,1954,7,2,1, , ,2,2,2,3,4,1,0.378719786
91241,2,EN,9,2,7,5,6,6, ,4,1,2,3,3,3,2,2,2,1, ,2,7,6,7, ,6,97,4,2,2,1,1,1,2,3,1,2,1,2, ,1962,6,2,1, , ,2,2,2,2,4,4,0.53089607
91251,2,EN,6,1,7,6,7, ,1,7,1,4,4,4,4,4,4,3,1, ,1,5,7,7, ,5,4,4,1,2,1,1,1,1, ,1,1,1,2, ,1979,4,1,1,3, ,2,2,2,6,3,3,1.470244686
91366,1,EN,6,4,7,6,7, ,7,6,1,2,2,2,3,3,1,2,1,1, ,7,7,7,7, ,2,2,1,1,1,1,1,1, ,1,1,1,1,2,1973,5,1,1, , ,1,2,2,4,3,3,1.470244686
91370,1,EN,3,3,7,3,7, ,7,7,2,2,3,2,3,3,2,2,1, ,4,1,7,7, ,7,1,4,2,2,2,1,2,3,2,2,4,3,2, ,1964,6,2,1, , ,1,2,2,2,4,1,0.378719786
91391,2,EN,6,4,7,3,4,6, ,4,2,1,3,3,3,1,1,1,1,1, ,7,5,7,5, ,3,4,97,1,1,2,1,2,1,1,3,2,2, ,1967,6,2,3, , ,2,2,1,6,4,3,1.209473778
91446,2,EN,9,4,5,4,6,6, ,6,2,1,3,4,4,2,3,1,1, ,2,5,5,7, ,5,4,4,1,1,1,2,2,2,3,2,3,3,2, ,1979,4,1,1, , ,1,1, ,4,3,4,0.812216396
91512,1,EN,7,2,1,7,7,7, ,1,2,3,4,3,4,4,4,4,1, ,1,7,7,7, ,7,4,4,97,1,1,1,2,2,1,2,1,1,2, ,1956,7,2,3, , ,2,2,2,5,4,4,0.53089607
91625,2,FR,5,2,7,7,5, ,7,5,1,2,2,2,3,2,1,1,1,1, ,7,5,5,5, ,4,3,1,1,1,1,1,1, ,1,2,1,2, ,1980,4,1,3, , ,2,2,1,4,3,2,1.000685055
91649,2,EN,10,2,7,5,5,4, ,5,1,1,3,3,4,3,2,1,1, ,1,7,7,7, ,7,2,3,2,1,1,2,2,2,1,1,2,3,2, ,1961,6,2,1, , ,2,2,2,3,4,5,0.996874362
91755,2,EN,6,3,6,2,1,1, ,7,1,3,4,4,4,4,2,2,1, ,2,4,7,7, ,2,2,4,1,1,1,1,2,3,1,2,1,3,2, ,1989,3,2,1, , ,2,2,2,7,2,3,1.501658467
91780,1,EN,4,2,6,5,4,4, ,2,2,2,4,3,3,3,2,2,1,1, ,4,6,7,3, ,3,3,1,1,1,2,2,2,1,2,2,3,1,23,1945,7,1,2, , ,1,2,2,4,4,1,0.368967875
91894,1,EN,9,2,7,7,6,5, ,4,1,2,3,4,4,3,1,2,1,3, ,5,5,5,4, ,4,4,2,2,1,2,2,2,1,2,2,3,2, ,1967,6,1,1, , ,2,2,2,4,4,4,0.520980832
92084,2,EN,10,3,1,2,2, ,4,4,2,2,2,2,3,3,2,2,1,3, ,3,2,3,2, ,2,2,2,2,2,2,2,3,1,2,3,2,2, ,1959,6,2,1, , ,1,2,2,2,4,5,0.996874362
92153,1,EN,6,2,7,5,1,5, ,5,1,2,2,2,4,3,1,2,1, ,2,7,7,7, ,7,4,4,1,1,1,1,1,3,1,1,1,3,2, ,9999,99,1,1, , ,1,2,1,6,9,3,1
92166,2,EN,6,2,6,4,4,2, ,2,2,3,3,3,3,3,4,2,1,1, ,7,7,5,4, ,4,2,1,1,1,1,2,2,1,1,2,1,2, ,1985,4,1,1, , ,2,2,1,7,3,3,1.470244686
92387,1,EN,1,1,7,4,4, ,5,4,2,2,2,2,2,2,1,1,1, ,1,3,4,2, ,4,3,3,2,2,2,2,2,3,3,2,2,3,2, ,1959,6,2,1, , ,2,2,2,2,4,1,0.378719786
92489,2,EN,6,3,5,5,3,4, ,3,1,3,2,3,3,3,2,2,1,2, ,7,3,6,3, ,4,4,1,1,1,1,2,2,1,1,2,1,2, ,1955,7,1,1, , ,2,2,2,7,4,3,1.191530466
92745,2,EN,10,3,2,4,3, ,5,1,1,3,4,4,4,4,3,2,1,5, ,7,7,7,4, ,4,3,2,1,98,1,1,3,1,1,2,3,1,23,1987,4,1,3, , ,2,2,1,6,3,5,1.068919838
92751,2,FR,5,3,7,5,3, ,7,6,2,4,2,3,3,4,2,1,1,1, ,7,7,7,5, ,4,4,1,1,1,1,2,2,1,2,1,1,2, ,1999,2,2,2, , ,2,2,2,3,1,2,1.208742895
92819,2,FR,5,1,5,6,7, ,5,6,1,2,2,2,2,2,2,2,1,3, ,5,5,5,6, ,3,3,2,2,1,2,2,1, ,2,1,1,1,98,1964,6,1,2, , ,2,2,2,4,4,2,0.838231238
93276,2,EN,9,1,7,5,6, ,5,5,1,2,2,4,3,3,2,1,1,1, ,5,6,7,3, ,2,1,1,2,1,2,1,1, ,1,1,1,2, ,9999,99,1,1, , ,2,2,2,7,9,4,1
93420,2,FR,5,1,7,7,7,1, ,1,2,4,3,4,4,3,4,2,1, ,3,7,7,7, ,1,4,4,1,1,1,1,1,1, ,1,3,1,2, ,1978,4,2,2, , ,2,2,1,2,3,2,0.853296791
93433,2,EN,6,2,5,5,4, ,5,3,1,1,2,2,3,2,1,1,1, ,2,7,5,6, ,5,1,3,2,2,2,2,2,2,1,1,2,1,2, ,1946,7,1,1, , ,2,2,2,7,4,3,1.191530466
93616,1,FR,5,2,7,6,7, ,7,7,1,2,2,2,4,2,2,2,1,3, ,7,5,7,5, ,4,3,2,1,1,1,1,1, ,2,1,3,2, ,9999,7,1,2, , ,2,2,2,6,4,2,0.838231238
93681,2,FR,5,1,7,6,5,4, ,4,2,3,2,3,4,3,1,1,1, ,4,7,3,7, ,1,4,4,1,1,1,2,1,1, ,1,1,1,1,1,9999,2,2,2, , ,2,2,2,6,1,2,1.208742895
93787,2,EN,6,1,7,7,7, ,7,7,1,1,1,1,1,1,1,1,1, ,5,7,3,7, ,1,1,1,2,2,1,2,2,3,3,2,4,3,1,27,1987,4,2,1, , ,2,1, ,2,3,3,1.312715615
94058,2,EN,9,2,2,1,1, ,6,1,98,3,4,2,4,4,4,1,1, ,98,7,2,2, ,5,4,4,2,2,1,2,2,2,20,1,3,3,2, ,1953,7,1,1, , ,2,2,2,6,4,4,0.520980832
94447,2,EN,10,3,5,3,3, ,5,5,1,2,3,3,4,3,2,2,1, ,3,5,3,5, ,3,2,2,1,2,1,2,2,1, ,1,3,3,1,2,1973,5,2,1, , ,2,2,2,2,3,5,0.743986141
94502,2,FR,5,4,6,5,5,4, ,5,2,3,1,3,2,2,2,1,1,2, ,7,6,7,6, ,3,3,1,1,1,2,1,3,98,2,4,1,2, ,1972,5,2,2, , ,2,2,2,4,3,2,0.853296791
94750,2,FR,5,1,1,7,7,3, ,7,1,2,2,2,4,2,2,2,1,2, ,2,4,3,5, ,2,2,1,1,1,2,1,2,23,1,1,3,2, ,1947,7,2,2, , ,2,2,2,7,4,2,0.869944987
94782,2,EN,6,4,2,2,2,3, ,3,2,1,3,2,3,2,2,1,1,1, ,7,6,7,6, ,4,4,1,2,1,2,2,3,1,2,4,3,2, ,1993,3,2,1, , ,2,2,2,4,2,3,1.501658467
94799,1,FR,5,1,7,4,4, ,98,4,2,2,3,2,4,4,2,2,2, , , , , , , , , , , ,1,1,1, , ,1,3,1,2, ,1951,7,1,2, , ,2,2,2,4,4,2,0.838231238
94812,1,EN,6,4,1,4,3,1, ,2,2,2,3,4,4,4,1,2,1,2, ,2,3,3,4, ,3,2,2,2,2,2,2,3,2,2,2,3,1,22,1962,6,2,1, , ,2,2,2,4,4,3,1.209473778
94943,2,FR,5,4,1,7,7,7, ,7,98,4,4,4,4,4,3,4,1, ,5,5,7,7, ,7,4,4,97,97,1,2,2,3,3,2,4,3,2, ,1942,7,1,2, , ,2,2,2,2,4,2,0.838231238
95007,1,FR,5,2,7,4,6, ,4,5,2,2,3,3,4,3,3,2,1,1, ,7,5,7,5, ,4,4,2,1,2,1,2,3,88,2,4,1,2, ,1937,7,4,2, , ,2,2,1,4,4,2,1
95211,2,EN,8,1,5,5,5, ,6,3,1,1,3,3,3,3,1,1,1, ,5,6,7,7, ,5,3,3,2,2,2,2,2,2,88,2,2,3,2, ,1944,7,1,1, , ,2,2,2,7,4,4,0.520980832
95447,1,EN,6,1,7,7,7, ,4,2,1,1,2,98,1,1,1,4,1,4, ,7,1,7,7, ,1,99,1,1,1,1,1,3,24,1,2,1,1,88,1941,7,2,1, , ,1,2,1,7,4,3,1.209473778
95468,1,EN,3,2,6,6,5,3, ,4,1,2,2,3,4,4,2,2,1,3, ,7,5,5,3, ,3,3,1,1,1,2,2,3,1,1,3,3,2, ,1967,6,2,1, , ,2,2,2,7,4,1,0.378719786
95560,1,EN,6,2,7,6,6,6, ,4,2,1,2,2,2,2,1,2,1, ,2,7,6,7, ,6,4,4,2,1,1,2,2,3,21,2,2,3,2, ,1953,7,1,1, , ,2,2,2,3,4,3,1.191530466
95776,2,EN,9,2,7,5,6, ,2,6,2,4,4,4,4,4,4,4,1,1, ,7,7,7,7, ,4,4,1,1,1,1,1,2,24,1,1,1,2, ,1966,6,2,1, , ,2,2,2,7,4,4,0.53089607
95899,2,FR,5,3,6,1,1,7, ,1,2,1,4,4,4,4,3,2,1, ,1,7,7,7, ,98,1,3,2,2,1,1,1,3,1,2,1,1,2, ,1969,5,2,2, , ,2,2,1,6,3,2,0.853296791
96155,1,EN,6,4,2,6,7,1, ,1,2,3,4,3,4,3,3,3,1, ,1,1,7,7, ,6,4,4,1,1,1,2,2,3,1,1,3,3,2, ,1989,3,1,1, , ,2,2,2,4,2,3,2.188165041
96183,2,FR,5,3,6,5,6, ,7,6,2,2,4,4,4,3,2,1,1,1, ,6,6,7,2, ,4,4,1,2,1,2,2,2,26,1,2,3,2, ,2004,2,3,2, , ,2,2,1,4,1,2,1
96202,2,EN,6,4,7,98,7, ,7,7,1,2,2,2,3,2,1,2,1, ,2,7,5,7, ,5,3,3,2,2,2,2,2,2,1,2,2,3,2, ,1967,6,2,1, , ,2,2,2,1,4,3,1.209473778
96237,2,FR,5,2,3,6,5,3, ,4,1,3,4,3,4,2,2,2,1, ,3,6,4,4, ,3,4,3,1,2,1,1,2,2,1,1,1,3,1,99,9999,4,2,2, , ,2,99,2,99,3,2,0.853296791
96245,2,EN,10,3,7,4,3, ,2,3,2,2,4,2,4,4,2,2,1,1, ,7,7,7,5, ,4,4,1,1,1,2,2,2,1,1,1,3,2, ,1999,2,2,1, , ,2,2,2,3,1,5,0.94090553
96360,2,EN,9,1,7,6,5,1, ,1,1,4,4,4,4,4,4,4,1,1, ,7,7,7,99, ,4,4,99,1,1,1,1,1, ,1,1,1,1,23,9999,99,2,3, , ,99,99,99,99,9,4,1
96428,1,EN,8,2,7,6,6,5, ,6,2,1,2,3,4,3,2,1,1, ,3,7,6,7, ,1,4,3,1,1,1,2,2,2,1,1,1,3,1,2,1950,7,1,1, , ,2,2,2,4,4,4,0.520980832
96470,2,EN,6,2,7,1,1, ,1,1,1,4,4,4,4,4,4,4,1, ,1,7,7,7, ,7,4,4,1,1,2,2,1,2,1,1,99,99,1,27,9999,4,1,1, , ,2,1, ,99,3,3,1.470244686
96935,2,EN,8,2,4,3,2, ,2,2,2,2,3,2,3,3,2,3,1,1, ,5,4,3,5, ,98,3,1,1,99,1,2,2,1,2,3,98,2, ,1983,4,2,1,3, ,2,2,99,4,3,4,0.808889158
97015,1,EN,6,1,7,1,3, ,1,2,2,3,3,3,4,4,3,4,1,1, ,7,7,7,7, ,4,4,1,2,1,2,1,1, ,1,1,1,2, ,1967,6,1,2, , ,2,2,1,5,4,3,1.191530466
97083,1,FR,5,2,7,5,5, ,7,7,2,1,4,4,4,2,1,1,1,1, ,7,7,7,7, ,4,4,2,2,1,2,2,3,3,2,1,1,2, ,1970,5,2,2, , ,2,2,2,4,3,2,0.853296791
97299,2,EN,6,3,6,3,3,5, ,4,2,2,2,2,4,3,2,1,1, ,4,7,2,2, ,3,3,3,1,1,1,2,2,2,1,2,4,3,2, ,1991,3,1,1, , ,1,2,2,2,2,3,2.188165041
97310,1,EN,1,3,4,3,4,5, ,3,2,1,3,3,3,3,1,1,1, ,2,6,5,7, ,7,2,2,1,2,1,2,2,3,1,2,2,3,2, ,1965,6,1,1, , ,2,2,2,6,4,1,0.368967875
97322,2,EN,10,1,7,5,5,1, ,1,1,2,3,4,4,4,1,2,1, ,2,7,1,7, ,1,4,4,97,97,1,2,2,98, ,1,4,3,2, ,1951,7,1,1, , ,2,2,2,4,4,5,0.963680978
97519,2,FR,5,4,5,2,2,6, ,4,1,1,1,2,2,1,1,1,1, ,5,4,2,3, ,2,4,2,1,1,1,1,2,1, ,1,2,3,2, ,1986,4,1,2, , ,2,2,2,4,3,2,1.000685055
97532,2,EN,8,1,5,7,7, ,5,7,1,2,3,3,4,4,2,2,1, ,2,7,5,7,5, ,4,4,1,1,1,2,2,2,1,2,4,3,1,1,1957,7,1,1, , ,2,1, ,6,4,4,0.520980832
97590,2,FR,5,3,5,1,1, ,6,4,2,2,3,99,4,2,98,98,1, ,1,7,2,7, ,5,3,3,1,2,2,98,2,2,1,2,4,2,2, ,2000,2,1,2, , ,2,2,99,2,1,2,1.683323212
97703,1,EN,9,2,4,5,3,5, ,5,2,2,2,2,2,2,2,2,1, ,2,5,5,6, ,5,3,2,2,1,1,1,2,2,3,2,2,1,2, ,9999,7,2,1, , ,1,2,2,3,4,4,0.53089607
97784,2,EN,6,1,6,7,7,5, ,7,1,4,4,4,4,3,2,3,1,1, ,6,6,7,6, ,4,3,1,1,1,2,1,1, ,1,2,1,2, ,1980,4,1,1, , ,2,2,2,4,3,3,1.470244686
97926,1,FR,5,1,6,6,6,5, ,5,1,3,2,4,4,3,2,2,1, ,1,6,6,7, ,5,4,4,97,1,1,1,1,1, ,1,1,1,1,29,1949,7,1,2, , ,2,2,2,5,4,2,0.838231238
97996,2,EN,6,3,7,5,3,7, ,5,1,2,2,3,3,2,2,2,1, ,2,5,3,6, ,2,3,3,2,2,2,2,2,3,2,2,2,3,2, ,1953,7,1,1, , ,2,2,2,4,4,3,1.191530466
98002,1,EN,3,2,4,3,4,4, ,5,1,2,2,4,4,2,2,1,1, ,2,6,7,6, ,4,3,3,1,2,1,2,2,2,26,1,2,3,1,2,1987,4,1,1, , ,1,2,2,4,3,1,0.47441061
98452,1,FR,5,3,6,1,1,6, ,2,1,2,3,2,4,2,1,1,1,1, ,6,3,7,1, ,4,2,2,1,1,1,1,3,88,1,4,3,2, ,1977,5,1,2, , ,2,2,2,3,3,2,1.000685055
98455,2,FR,5,1,6,6,6,5, ,5,1,2,3,3,3,2,2,3,1,2, ,6,7,7,6, ,3,3,1,1,1,1,1,1, ,2,4,1,2, ,1962,6,2,2, , ,1,2,2,3,4,2,0.869944987
98484,2,EN,10,1,7,7,7, ,7,7,1,1,2,4,4,1,1,1,1, ,2,7,7,7, ,7,4,4,1,2,2,1,2,1, ,1,2,3,98, ,1991,3,2,1, , ,2,2,2,7,2,5,0.980040714
98509,2,EN,6,1,6,5,5,3, ,3,2,3,3,3,4,4,3,2,1, ,3,7,7,7, ,6,2,1,1,2,1,2,2,2,1,1,1,3,2, ,1970,5,1,1, , ,1,2,2,6,3,3,1.470244686
98603,2,EN,10,1,7,6,6, ,1,6,1,3,3,3,3,3,4,3,1,1, ,5,5,7,7, ,3,3,2,2,1,1,1,2,1,1,1,1,2, ,1970,5,2,1, , ,2,2,1,6,3,5,0.743986141
98692,2,EN,6,2,7,3,2,3, ,3,2,2,3,3,4,4,3,3,1, ,2,6,6,7, ,7,4,3,1,2,1,2,2,2,1,2,1,3,2, ,1963,6,2,1, , ,1,1, ,2,4,3,1.209473778
98919,2,FR,5,1,7,7,7, ,7,7,1,2,2,3,4,2,1,2,1,2, ,7,5,6,6, ,3,3,1,2,1,2,98,1, ,2,1,3,2, ,1955,7,1,2, , ,2,2,2,4,4,2,0.838231238
98976,2,FR,5,3,7,5,5, ,7,7,2,2,2,2,2,3,2,2,1,2, ,7,7,7,7, ,3,2,2,2,1,2,2,2,1,2,2,3,2, ,1994,3,2,2, , ,2,2,1,7,2,2,1.578553362
